Date,Open,High,Low,Close,Adj Close,Volume
2018-06-03,113.476563,113.773438,113.460938,113.476563,113.476563,239885
2018-06-04,113.758003,113.773003,113.530998,113.578003,113.578003,40926
2018-06-05,113.539001,113.789001,113.539001,113.695000,113.695000,29801
2018-06-06,113.664001,113.671997,113.438004,113.469002,113.469002,13076
2018-06-07,113.469002,113.883003,113.398003,113.616997,113.616997,37887
2018-06-08,113.664001,113.820000,113.570000,113.648003,113.648003,6437
2018-06-10,113.335938,113.375000,113.304688,113.328125,113.328125,578680
2018-06-11,113.555000,113.570000,113.500000,113.530998,113.530998,3630
2018-06-12,113.539001,113.561996,113.414001,113.500000,113.500000,3789
2018-06-13,113.453003,113.515999,113.188004,113.344002,113.344002,13543
2018-06-14,113.383003,113.500000,113.335999,113.445000,113.445000,6487
2018-06-15,113.491997,113.655998,113.476997,113.523003,113.523003,2603
2018-06-17,113.250000,113.281250,113.250000,113.257813,113.257813,231343
2018-06-18,113.530998,113.616997,113.523003,113.523003,113.523003,11378
2018-06-19,113.695000,113.780998,113.671997,113.671997,113.671997,4216
2018-06-20,113.680000,113.680000,113.555000,113.555000,113.555000,1787
2018-06-21,113.484001,113.741997,113.453003,113.695000,113.695000,1831
2018-06-22,113.633003,113.719002,113.585999,113.680000,113.680000,2600
2018-06-24,113.398438,113.460938,113.398438,113.453125,113.453125,208916
2018-06-25,113.828003,113.828003,113.758003,113.820000,113.820000,1441
2018-06-26,113.789001,113.811996,113.780998,113.811996,113.811996,381
2018-06-27,113.953003,114.039001,113.953003,114.039001,114.039001,2016
2018-06-28,114.000000,114.008003,113.930000,113.930000,113.930000,10587
2018-06-29,113.938004,113.969002,113.921997,113.945000,113.945000,897769
2018-07-01,113.562500,113.609375,113.546875,113.593750,113.593750,399138
2018-07-02,113.561996,113.750000,113.469002,113.508003,113.508003,637797
2018-07-03,null,null,null,null,null,null
2018-07-05,113.594002,113.671997,113.500000,113.546997,113.546997,592589
2018-07-06,113.609001,113.811996,113.539001,113.640999,113.640999,555407
2018-07-08,113.656250,113.664063,113.632813,113.656250,113.656250,147935
2018-07-09,113.655998,113.664001,113.484001,113.508003,113.508003,470658
2018-07-10,113.515999,113.523003,113.398003,113.405998,113.405998,544588
2018-07-11,113.546997,113.648003,113.430000,113.555000,113.555000,798487
2018-07-12,113.500000,113.555000,113.390999,113.484001,113.484001,656481
2018-07-13,113.546997,113.648003,113.476997,113.633003,113.633003,530566
2018-07-15,113.640625,113.640625,113.593750,113.601563,113.601563,130676
2018-07-16,113.640999,113.640999,113.414001,113.508003,113.508003,612620
2018-07-17,113.515999,113.546997,113.438004,113.469002,113.469002,453378
2018-07-18,113.453003,113.539001,113.405998,113.445000,113.445000,468092
2018-07-19,113.453003,113.655998,113.311996,113.585999,113.585999,924971
2018-07-20,113.601997,113.633003,113.445000,113.476997,113.476997,735626
2018-07-22,113.484375,113.500000,113.453125,113.468750,113.468750,354824
2018-07-23,113.484001,113.546997,113.171997,113.180000,113.180000,854139
2018-07-24,113.226997,113.289001,113.140999,113.219002,113.219002,755153
2018-07-25,113.195000,113.265999,113.078003,113.250000,113.250000,989547
2018-07-26,113.101997,113.203003,113.039001,113.078003,113.078003,710465
2018-07-27,113.061996,113.164001,113.030998,113.125000,113.125000,626049
2018-07-29,113.148438,113.156250,113.117188,113.132813,113.132813,342102
2018-07-30,113.148003,113.155998,113.039001,113.116997,113.116997,566143
2018-07-31,113.125000,113.265999,113.094002,113.125000,113.125000,1063712
2018-08-01,113.094002,113.203003,112.953003,113.008003,113.008003,862236
2018-08-02,113.015999,113.133003,112.984001,113.125000,113.125000,702367
2018-08-03,113.094002,113.305000,113.061996,113.296997,113.296997,722777
2018-08-05,113.304688,113.304688,113.265625,113.273438,113.273438,139932
2018-08-06,113.305000,113.398003,113.234001,113.335999,113.335999,513207
2018-08-07,113.335999,113.344002,113.140999,113.164001,113.164001,550153
2018-08-08,113.164001,113.241997,113.140999,113.188004,113.188004,579482
2018-08-09,113.195000,113.344002,113.180000,113.305000,113.305000,662560
2018-08-10,113.320000,113.726997,113.311996,113.703003,113.703003,1224940
2018-08-12,113.687500,113.750000,113.632813,113.656250,113.656250,769976
2018-08-13,113.688004,113.780998,113.555000,113.616997,113.616997,1131749
2018-08-14,113.570000,113.616997,113.476997,113.530998,113.530998,673738
2018-08-15,113.500000,113.805000,113.484001,113.719002,113.719002,895886
2018-08-16,113.655998,113.695000,113.515999,113.601997,113.601997,693614
2018-08-17,113.616997,113.726997,113.570000,113.585999,113.585999,638165
2018-08-19,113.617188,113.632813,113.593750,113.625000,113.625000,187403
2018-08-20,113.616997,113.851997,113.594002,113.820000,113.820000,655682
2018-08-21,113.835999,113.835999,113.664001,113.703003,113.703003,628120
2018-08-22,113.773003,113.866997,113.726997,113.796997,113.796997,919953
2018-08-23,113.796997,113.828003,113.688004,113.750000,113.750000,1449702
2018-08-24,113.688004,113.750000,113.594002,113.695000,113.695000,1191306
2018-08-26,113.734375,113.742188,113.695313,113.703125,113.703125,339437
2018-08-27,113.734001,113.750000,113.578003,113.609001,113.609001,1498412
2018-08-28,113.609001,113.633003,113.445000,113.476997,113.476997,2526674
2018-08-29,113.469002,113.539001,113.366997,113.414001,113.414001,1479073
2018-08-30,113.390999,113.570000,113.375000,113.539001,113.539001,980432
2018-08-31,113.546997,113.664001,113.539001,113.625000,113.625000,0
2018-09-02,113.359375,113.609375,113.351563,113.351563,113.351563,105345
2018-09-04,113.585999,113.633003,113.438004,113.445000,113.445000,76288
2018-09-05,113.453003,113.539001,113.414001,113.476997,113.476997,63364
2018-09-06,113.484001,113.616997,113.453003,113.585999,113.585999,27471
2018-09-07,113.609001,113.609001,113.219002,113.234001,113.234001,41942
