Date,Open,High,Low,Close,Adj Close,Volume
2018-06-01,2831.500000,2893.010010,2831.500000,2889.000000,2889.000000,0
2018-06-04,2858.399902,2866.280029,2825.800049,2857.600098,2857.600098,0
2018-06-05,2831.500000,2884.250000,2823.199951,2859.000000,2859.000000,0
2018-06-06,2813.500000,2854.050049,2812.199951,2854.000000,2854.000000,0
2018-06-07,2808.699951,2836.000000,2786.899902,2829.000000,2829.000000,0
2018-06-08,2795.300049,2852.280029,2795.300049,2847.000000,2847.000000,0
2018-06-11,2793.100098,2861.050049,2793.100098,2793.699951,2793.699951,0
2018-06-12,2818.600098,2857.540039,2815.800049,2858.100098,2858.100098,0
2018-06-13,2825.199951,2862.889893,2819.300049,2861.000000,2861.000000,0
2018-06-14,2809.100098,2860.689941,2809.100098,2858.000000,2858.000000,0
2018-06-15,2879.800049,2893.939941,2821.800049,2862.000000,2862.000000,0
2018-06-18,2820.300049,2920.239990,2820.300049,2893.000000,2893.000000,0
2018-06-19,2849.600098,2935.139893,2849.600098,2923.000000,2923.000000,0
2018-06-20,2870.800049,2921.800049,2870.800049,2921.000000,2921.000000,0
2018-06-21,2875.600098,2943.179932,2875.600098,2917.000000,2917.000000,0
2018-06-22,2865.100098,2953.000000,2865.100098,2951.000000,2951.000000,0
2018-06-25,2905.199951,2931.360107,2869.600098,2914.000000,2914.000000,0
2018-06-26,2861.399902,2923.760010,2861.399902,2915.000000,2915.000000,0
2018-06-27,2880.600098,2940.600098,2880.600098,2930.000000,2930.000000,0
2018-06-28,2905.500000,2946.610107,2904.300049,2944.000000,2944.000000,0
2018-06-29,2910.399902,2949.500000,2905.000000,2944.500000,2944.500000,0
2018-07-02,2897.399902,2936.399902,2887.800049,2920.030029,2920.030029,0
2018-07-03,2888.600098,2930.550049,2887.600098,2929.000000,2929.000000,0
2018-07-04,2885.000000,2908.800049,2867.199951,2904.000000,2904.000000,0
2018-07-05,2861.100098,2908.800049,2861.100098,2904.800049,2904.800049,0
2018-07-06,2865.000000,2877.399902,2833.300049,2876.000000,2876.000000,0
2018-07-09,2823.300049,2876.899902,2823.300049,2822.500000,2822.500000,0
2018-07-10,2835.800049,2884.500000,2835.800049,2883.000000,2883.000000,0
2018-07-11,2836.300049,2876.199951,2829.199951,2870.000000,2870.000000,0
2018-07-12,2838.100098,2895.500000,2835.199951,2870.000000,2870.000000,0
2018-07-13,2852.300049,2874.000000,2830.800049,2874.000000,2874.000000,0
2018-07-16,2818.699951,2868.100098,2815.699951,2858.000000,2858.000000,0
2018-07-17,2818.199951,2880.399902,2818.199951,2874.000000,2874.000000,0
2018-07-18,2848.100098,2884.199951,2827.600098,2869.000000,2869.000000,0
2018-07-19,2821.500000,2883.000000,2821.500000,2865.000000,2865.000000,0
2018-07-20,2808.199951,2881.000000,2808.199951,2881.000000,2881.000000,0
2018-07-23,2817.300049,2888.300049,2817.300049,2819.600098,2819.600098,0
2018-07-24,2833.100098,2906.600098,2833.100098,2898.000000,2898.000000,0
2018-07-25,2871.500000,2895.000000,2852.100098,2894.300049,2894.300049,0
2018-07-26,2841.800049,2886.800049,2841.699951,2881.699951,2881.699951,0
2018-07-27,2858.100098,2883.500000,2841.000000,2882.600098,2882.600098,0
2018-07-30,2832.899902,2880.500000,2832.899902,2874.600098,2874.600098,0
2018-07-31,2837.600098,2887.399902,2831.100098,2870.000000,2870.000000,0
2018-08-01,2842.800049,2892.000000,2842.800049,2888.000000,2888.000000,0
2018-08-02,2853.399902,2904.899902,2853.399902,2895.000000,2895.000000,0
2018-08-03,2862.600098,2905.500000,2861.199951,2902.000000,2902.000000,0
2018-08-06,2867.199951,2898.399902,2848.800049,2890.000000,2890.000000,0
2018-08-07,2844.600098,2899.800049,2843.899902,2899.000000,2899.000000,0
2018-08-08,2856.199951,2903.000000,2856.199951,2890.000000,2890.000000,0
2018-08-09,2849.199951,2919.399902,2849.199951,2908.199951,2908.199951,0
2018-08-10,2884.500000,2934.000000,2868.899902,2911.000000,2911.000000,0
2018-08-13,2886.199951,2964.300049,2886.199951,2942.000000,2942.000000,0
2018-08-14,2894.600098,3002.300049,2894.600098,3001.000000,3001.000000,0
2018-08-15,2976.100098,3051.399902,2970.199951,3011.000000,3011.000000,0
2018-08-16,2963.300049,3049.500000,2963.300049,3047.000000,3047.000000,0
2018-08-17,3003.800049,3021.199951,2976.699951,3019.000000,3019.000000,0
2018-08-20,2964.600098,3031.100098,2964.600098,3023.500000,3023.500000,0
2018-08-21,2968.399902,3032.000000,2968.399902,3029.000000,3029.000000,0
2018-08-22,2979.199951,2979.199951,2935.699951,2977.000000,2977.000000,0
2018-08-23,2937.899902,2977.000000,2918.899902,2960.399902,2960.399902,0
2018-08-24,2929.500000,2986.899902,2929.500000,2987.000000,2987.000000,0
2018-08-27,2927.800049,2955.800049,2913.300049,2932.899902,2932.899902,0
2018-08-28,2896.199951,2953.600098,2896.199951,2930.800049,2930.800049,0
2018-08-29,2900.699951,3006.300049,2900.699951,2966.800049,2966.800049,0
2018-08-30,2934.800049,3027.800049,2934.800049,2999.399902,2999.399902,0
2018-08-31,2965.399902,3052.199951,2965.399902,3026.899902,3026.899902,0
2018-09-03,3007.100098,3045.199951,3007.100098,3069.000000,3069.000000,0
2018-09-04,3009.100098,3085.100098,3009.100098,3045.199951,3045.199951,0
2018-09-05,3003.399902,3101.000000,3003.399902,3088.100098,3088.100098,0
2018-09-06,3037.300049,3096.500000,3037.300049,3104.000000,3104.000000,0
