"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 01, 2013","113.95","113.00","114.50","111.55","0.03K","1.65%"
"Aug 25, 2013","112.10","114.10","115.20","112.00","0.30K","-0.84%"
"Aug 18, 2013","113.05","120.45","120.90","112.80","34.60K","-6.18%"
"Aug 11, 2013","120.50","122.90","124.60","119.35","88.49K","-1.95%"
"Aug 04, 2013","122.90","118.00","124.30","117.10","103.42K","3.93%"
"Jul 28, 2013","118.25","122.25","123.35","115.35","80.80K","-3.27%"
"Jul 21, 2013","122.25","123.15","126.50","120.85","77.70K","-0.29%"
"Jul 14, 2013","122.60","120.25","132.15","120.15","0.03K","2.90%"
"Jul 07, 2013","119.15","120.50","124.00","119.35","0.10K","-1.49%"
"Jun 30, 2013","120.95","120.60","124.35","119.80","0.09K","0.79%"
"Jun 23, 2013","120.00","118.85","122.35","117.95","0.56K","1.10%"
"Jun 16, 2013","118.70","122.25","124.60","116.90","34.41K","-2.90%"
"Jun 09, 2013","122.25","126.50","129.00","121.10","128.39K","-3.70%"
"Jun 02, 2013","126.95","127.05","129.90","125.50","98.12K","-0.08%"
"May 26, 2013","127.05","127.55","128.55","125.05","70.30K","-0.16%"
"May 19, 2013","127.25","132.60","135.85","126.80","80.32K","-6.16%"
"May 12, 2013","135.60","142.95","144.75","135.45","0.04K","-5.70%"
"May 05, 2013","143.80","141.30","147.65","141.00","0.18K","2.49%"
"Apr 28, 2013","140.30","133.65","140.25","132.75","0.37K","4.78%"
"Apr 21, 2013","133.90","141.65","143.50","133.30","2.03K","-5.47%"
"Apr 14, 2013","141.65","134.95","142.45","131.75","58.62K","4.73%"
"Apr 07, 2013","135.25","139.80","140.90","134.70","139.92K","-3.50%"
"Mar 31, 2013","140.15","137.15","141.35","135.50","107.30K","2.19%"
"Mar 24, 2013","137.15","135.95","138.80","134.65","52.86K","1.37%"
"Mar 17, 2013","135.30","133.70","136.30","132.05","55.22K","-0.88%"
"Mar 10, 2013","136.50","143.30","143.90","137.40","0.04K","-4.78%"
"Mar 03, 2013","143.35","146.00","146.90","139.95","0.06K","0.31%"
"Feb 24, 2013","142.90","143.60","144.05","140.60","0.56K","-0.14%"
"Feb 17, 2013","143.10","137.20","143.95","135.90","23.13K","4.49%"
"Feb 10, 2013","136.95","141.75","142.15","136.45","98.20K","-2.91%"
"Feb 03, 2013","141.05","147.50","148.05","139.40","114.07K","-4.66%"
"Jan 27, 2013","147.95","148.10","150.80","146.55","77.42K","-0.24%"
"Jan 20, 2013","148.30","154.80","156.45","146.10","71.49K","-5.12%"
"Jan 13, 2013","156.30","152.95","157.90","150.80","89.20K","1.92%"
"Jan 06, 2013","153.35","147.35","153.50","145.65","91.11K","4.07%"
"Dec 30, 2012","147.35","146.10","151.95","141.25","59.59K","0.34%"
"Dec 23, 2012","146.85","146.60","149.25","145.10","20.72K","0.17%"
"Dec 16, 2012","146.60","137.95","146.85","137.95","29.50K","6.70%"
"Dec 09, 2012","137.40","142.00","142.00","136.60","0.03K","-3.31%"
"Dec 02, 2012","142.10","140.10","142.25","138.90","0.05K","0.00%"
"Nov 25, 2012","142.10","142.45","148.15","132.25","0.38K","-0.04%"
"Nov 18, 2012","142.15","147.55","151.80","142.00","24.66K","-3.50%"
"Nov 11, 2012","147.30","151.15","154.40","144.50","69.97K","-1.73%"
"Nov 04, 2012","149.90","154.70","154.70","149.60","86.95K","-3.10%"
"Oct 28, 2012","154.70","157.75","162.75","152.80","67.07K","-1.93%"
"Oct 21, 2012","157.75","162.50","165.70","156.90","50.69K","-2.41%"
"Oct 14, 2012","161.65","161.70","163.45","157.15","55.01K","-0.03%"
"Oct 07, 2012","161.70","167.80","170.00","159.70","71.76K","-3.81%"
"Sep 30, 2012","168.10","172.85","185.45","167.70","88.98K","-3.11%"
"Sep 23, 2012","173.50","171.80","175.20","167.65","50.12K","0.12%"
"Sep 16, 2012","173.30","181.10","182.55","168.30","39.90K","-4.15%"
"Sep 09, 2012","180.80","173.50","182.65","173.50","0.04K","11.12%"
"Sep 02, 2012","162.70","164.45","165.00","157.10","0.05K","-1.12%"
"Aug 26, 2012","164.55","165.00","168.60","162.50","0.31K","1.20%"
"Aug 19, 2012","162.60","160.65","163.50","157.60","21.52K","1.43%"
"Aug 12, 2012","160.30","166.20","167.25","157.40","40.84K","-3.58%"
"Aug 05, 2012","166.25","173.10","177.85","164.20","79.58K","-4.34%"
"Jul 29, 2012","173.80","174.35","178.90","170.60","62.72K","0.06%"
"Jul 22, 2012","173.70","185.85","186.40","173.05","60.74K","-7.09%"
"Jul 15, 2012","186.95","186.80","190.85","179.90","12.29K","1.36%"
"Jul 08, 2012","184.45","176.90","190.35","176.90","0.08K","4.86%"
"Jul 01, 2012","175.90","172.80","184.80","172.50","0.11K","3.41%"
"Jun 24, 2012","170.10","154.70","168.60","153.75","0.72K","9.64%"
"Jun 17, 2012","155.15","150.70","159.15","148.20","27.94K","3.40%"
"Jun 10, 2012","150.05","155.70","157.90","148.85","78.47K","-3.57%"
"Jun 03, 2012","155.60","157.90","159.35","154.25","63.71K","-1.21%"
"May 27, 2012","157.50","168.45","169.45","156.50","63.56K","-6.14%"
"May 20, 2012","167.80","179.00","181.35","165.10","79.81K","-5.57%"
"May 13, 2012","177.70","173.70","179.00","173.60","0.04K","0.65%"
"May 06, 2012","176.55","173.80","179.25","172.90","0.10K","1.76%"
"Apr 29, 2012","173.50","175.40","182.90","173.40","0.11K","-0.86%"
"Apr 22, 2012","175.00","177.50","184.25","174.70","0.52K","-1.52%"
"Apr 15, 2012","177.70","179.30","180.00","171.90","39.70K","-0.84%"
"Apr 08, 2012","179.20","182.85","186.40","177.55","106.87K","-2.08%"
"Apr 01, 2012","183.00","182.50","190.45","178.70","72.92K","0.30%"
"Mar 25, 2012","182.45","178.25","187.85","175.90","82.66K","2.07%"
"Mar 18, 2012","178.75","183.90","188.45","174.45","47.44K","-1.43%"
"Mar 11, 2012","181.35","184.35","184.35","181.80","0.04K","-2.29%"
"Mar 04, 2012","185.60","198.05","200.85","186.00","0.11K","-7.96%"
"Feb 26, 2012","201.65","202.80","206.25","200.90","0.27K","-0.79%"
"Feb 19, 2012","203.25","199.75","205.35","199.00","1.89K","1.60%"
"Feb 12, 2012","200.05","216.00","217.60","195.90","53.22K","-7.08%"
"Feb 05, 2012","215.30","215.00","222.45","213.05","70.21K","-0.30%"
"Jan 29, 2012","215.95","216.75","219.65","210.95","56.48K","-0.64%"
"Jan 22, 2012","217.35","223.90","225.00","216.80","57.97K","-3.57%"
"Jan 15, 2012","225.40","225.45","229.25","221.10","46.88K","0.07%"
"Jan 08, 2012","225.25","220.75","238.50","217.60","69.55K","1.58%"
"Jan 01, 2012","221.75","226.85","229.15","216.60","46.39K","-2.25%"
"Dec 25, 2011","226.85","218.35","229.30","218.35","17.96K","3.28%"
"Dec 18, 2011","219.65","220.00","224.05","217.40","26.90K","4.12%"
"Dec 11, 2011","210.95","224.00","224.00","213.40","0.10K","-6.10%"
"Dec 04, 2011","224.65","229.40","235.20","225.40","0.10K","-1.10%"
"Nov 27, 2011","227.15","231.20","235.70","223.90","0.38K","-1.07%"
"Nov 20, 2011","229.60","233.70","236.60","229.50","1.11K","-1.96%"
"Nov 13, 2011","234.20","237.30","240.00","228.10","51.88K","0.11%"
"Nov 06, 2011","233.95","230.20","237.30","226.95","72.24K","1.63%"
"Oct 30, 2011","230.20","233.00","233.50","220.45","66.25K","-2.11%"
"Oct 23, 2011","235.15","245.45","252.50","231.90","67.10K","-3.96%"
"Oct 16, 2011","244.85","240.05","246.70","228.35","67.07K","2.21%"
"Oct 09, 2011","239.55","226.00","241.50","221.65","53.07K","6.78%"
"Oct 02, 2011","224.35","228.50","236.10","219.80","60.45K","-1.99%"
"Sep 25, 2011","228.90","233.00","246.55","228.50","67.32K","-1.10%"
"Sep 18, 2011","231.45","263.00","267.15","230.80","58.84K","-12.00%"
"Sep 11, 2011","263.00","272.50","275.80","258.45","0.07K","-3.04%"
"Sep 04, 2011","271.25","280.90","286.00","270.25","0.14K","-6.21%"
"Aug 28, 2011","289.20","280.65","291.75","279.85","0.20K","3.69%"
"Aug 21, 2011","278.90","265.00","279.55","263.40","7.71K","4.79%"
"Aug 14, 2011","266.15","240.80","266.60","240.10","36.82K","10.73%"
"Aug 07, 2011","240.35","236.95","242.50","231.35","71.39K","0.99%"
"Jul 31, 2011","238.00","240.60","248.45","233.50","81.45K","-0.65%"
"Jul 24, 2011","239.55","241.50","247.35","237.20","55.10K","-0.81%"
"Jul 17, 2011","241.50","249.00","249.30","238.00","37.51K","-4.38%"
"Jul 10, 2011","252.55","257.80","263.80","255.00","0.05K","-4.03%"
"Jul 03, 2011","263.15","263.50","269.70","262.95","0.05K","-0.11%"
"Jun 26, 2011","263.45","250.20","266.20","249.10","0.29K","5.80%"
"Jun 19, 2011","249.00","250.20","251.00","239.65","12.76K","-0.22%"
"Jun 12, 2011","249.55","269.90","270.65","249.10","41.81K","-5.81%"
"Jun 05, 2011","264.95","270.35","270.75","258.00","67.21K","-2.21%"
"May 29, 2011","270.95","264.70","273.80","253.30","67.98K","2.75%"
"May 22, 2011","263.70","259.15","270.30","258.90","51.92K","1.76%"
"May 15, 2011","259.15","269.00","271.50","258.60","28.98K","-3.77%"
"May 08, 2011","269.30","292.85","293.00","270.00","0.15K","-6.18%"
"May 01, 2011","287.05","298.35","306.25","284.15","0.19K","-4.11%"
"Apr 24, 2011","299.35","293.45","301.05","284.50","0.70K","2.76%"
"Apr 17, 2011","291.30","288.45","298.50","282.80","24.81K","1.11%"
"Apr 10, 2011","288.10","273.70","288.65","269.85","70.02K","4.78%"
"Apr 03, 2011","274.95","260.05","278.50","254.05","79.40K","5.79%"
"Mar 27, 2011","259.90","269.60","269.70","257.80","57.43K","-3.24%"
"Mar 20, 2011","268.60","278.30","278.30","260.55","42.79K","-2.96%"
"Mar 13, 2011","276.80","271.75","277.50","261.60","0.12K","1.13%"
"Mar 06, 2011","273.70","275.00","294.70","273.75","0.25K","0.29%"
"Feb 27, 2011","272.90","268.25","277.50","265.55","0.58K","1.94%"
"Feb 20, 2011","267.70","272.25","277.00","262.00","1.37K","-1.45%"
"Feb 13, 2011","271.65","252.75","274.00","251.50","32.80K","7.82%"
"Feb 06, 2011","251.95","250.05","255.80","246.70","86.71K","1.06%"
"Jan 30, 2011","249.30","245.50","253.60","243.25","63.05K","1.76%"
"Jan 23, 2011","245.00","239.60","246.35","230.30","62.52K","1.91%"
"Jan 16, 2011","240.40","235.35","241.80","226.50","52.46K","2.47%"
"Jan 09, 2011","234.60","231.20","244.50","230.55","73.02K","1.69%"
"Jan 02, 2011","230.70","239.00","240.50","230.00","48.69K","-4.07%"
"Dec 26, 2010","240.50","235.60","241.75","232.60","17.75K","1.95%"
"Dec 19, 2010","235.90","224.80","242.25","223.60","33.74K","4.73%"
"Dec 12, 2010","225.25","213.10","226.15","213.10","0.20K","7.59%"
"Dec 05, 2010","209.35","206.40","211.20","201.50","0.14K","2.37%"
"Nov 28, 2010","204.50","202.40","206.20","199.00","0.63K","1.16%"
"Nov 21, 2010","202.15","210.20","211.70","201.00","1.82K","-3.67%"
"Nov 14, 2010","209.85","202.05","210.10","195.65","54.02K","4.69%"
"Nov 07, 2010","200.45","204.50","218.70","199.20","97.42K","-2.29%"
"Oct 31, 2010","205.15","202.80","209.25","192.80","67.63K","0.84%"
"Oct 24, 2010","203.45","200.10","204.60","196.30","60.99K","2.31%"
"Oct 17, 2010","198.85","186.10","203.50","183.75","65.64K","6.68%"
"Oct 10, 2010","186.40","181.50","190.45","176.35","49.36K","2.33%"
"Oct 03, 2010","182.15","180.85","182.95","171.60","64.46K","0.58%"
"Sep 26, 2010","181.10","180.70","190.90","179.55","53.17K","0.28%"
"Sep 19, 2010","180.60","184.50","187.40","178.25","41.90K","-3.86%"
"Sep 12, 2010","187.85","190.00","194.25","186.50","0.13K","-0.21%"
"Sep 05, 2010","188.25","183.50","194.85","183.50","0.07K","1.73%"
"Aug 29, 2010","185.05","176.70","186.20","176.50","0.27K","4.52%"
"Aug 22, 2010","177.05","184.05","186.75","163.50","3.07K","-2.48%"
"Aug 15, 2010","181.55","175.00","184.80","173.45","59.44K","3.45%"
"Aug 08, 2010","175.50","167.50","178.65","166.25","76.59K","4.84%"
"Aug 01, 2010","167.40","175.60","181.50","165.15","71.77K","-5.05%"
"Jul 25, 2010","176.30","165.80","178.75","163.20","58.66K","6.20%"
"Jul 18, 2010","166.00","164.65","167.60","155.80","38.60K","0.73%"
"Jul 11, 2010","164.80","159.65","166.75","159.65","0.05K","2.23%"
"Jul 04, 2010","161.20","160.45","162.05","155.00","0.29K","-0.68%"
"Jun 27, 2010","162.30","166.45","168.00","158.85","0.60K","-2.81%"
"Jun 20, 2010","167.00","160.45","175.00","156.10","5.94K","4.21%"
"Jun 13, 2010","160.25","144.65","162.25","144.65","45.93K","10.56%"
"Jun 06, 2010","144.95","133.40","148.50","132.55","109.96K","8.37%"
"May 30, 2010","133.75","134.00","138.10","133.15","59.12K","-0.37%"
"May 23, 2010","134.25","132.40","135.60","130.60","50.64K","1.40%"
"May 16, 2010","132.40","133.40","137.50","130.25","38.34K","-1.38%"
"May 09, 2010","134.25","134.00","137.80","133.25","0.05K","0.94%"
"May 02, 2010","133.00","136.20","138.40","131.25","0.30K","-1.63%"
"Apr 25, 2010","135.20","131.80","135.45","130.35","0.71K","2.58%"
"Apr 18, 2010","131.80","129.40","133.05","128.60","26.32K","2.09%"
"Apr 11, 2010","129.10","133.50","134.20","129.00","71.46K","-2.71%"
"Apr 04, 2010","132.70","137.50","139.85","132.50","77.83K","-3.42%"
"Mar 28, 2010","137.40","135.95","139.05","134.70","53.64K","1.14%"
"Mar 21, 2010","135.85","132.10","137.95","130.85","56.01K","4.26%"
"Mar 14, 2010","130.30","129.00","133.45","129.00","0.08K","0.12%"
"Mar 07, 2010","130.15","127.55","132.75","127.55","0.05K","1.68%"
"Feb 28, 2010","128.00","129.65","130.90","126.55","0.07K","-0.81%"
"Feb 21, 2010","129.05","134.75","135.10","126.60","0.99K","-4.23%"
"Feb 14, 2010","134.75","133.15","135.20","131.55","36.35K","1.51%"
"Feb 07, 2010","132.75","129.35","134.10","128.50","89.18K","3.07%"
"Jan 31, 2010","128.80","132.00","135.95","128.50","77.81K","-2.20%"
"Jan 24, 2010","131.70","139.80","140.40","131.60","69.71K","-5.66%"
"Jan 17, 2010","139.60","141.00","142.25","137.30","43.45K","-0.82%"
"Jan 10, 2010","140.75","145.85","146.95","140.40","57.41K","-3.16%"
"Jan 03, 2010","145.35","136.00","146.00","136.00","56.05K","6.91%"
"Dec 27, 2009","135.95","139.85","140.60","135.80","28.64K","-2.40%"
"Dec 20, 2009","139.30","146.40","147.25","139.10","27.71K","-3.50%"
"Dec 13, 2009","144.35","143.40","149.20","143.00","0.12K","1.23%"
"Dec 06, 2009","142.60","141.85","147.05","141.00","0.11K","1.06%"
"Nov 29, 2009","141.10","137.95","144.80","137.95","0.50K","2.28%"
"Nov 22, 2009","137.95","138.20","139.10","134.00","1.17K","2.49%"
"Nov 15, 2009","134.60","132.60","140.00","132.10","45.31K","2.67%"
"Nov 08, 2009","131.10","139.50","142.25","130.00","83.85K","-5.62%"
"Nov 01, 2009","138.90","135.00","144.00","134.95","78.46K","2.51%"
"Oct 25, 2009","135.50","136.75","139.20","132.95","53.90K","-1.20%"
"Oct 18, 2009","137.15","142.85","145.40","135.95","58.84K","-3.99%"
"Oct 11, 2009","142.85","135.25","143.00","133.60","50.46K","5.31%"
"Oct 04, 2009","135.65","129.70","139.00","128.85","48.51K","4.59%"
"Sep 27, 2009","129.70","127.35","130.00","125.30","38.83K","1.57%"
"Sep 20, 2009","127.70","135.60","138.30","127.10","48.88K","-5.27%"
"Sep 13, 2009","134.80","124.70","135.50","123.15","0.07K","7.58%"
"Sep 06, 2009","125.30","125.70","125.70","121.80","0.04K","1.99%"
"Aug 30, 2009","122.85","120.85","122.00","118.60","0.08K","1.45%"
"Aug 23, 2009","121.10","123.70","124.50","119.90","0.98K","-2.10%"
"Aug 16, 2009","123.70","127.95","127.95","122.00","32.81K","-4.07%"
"Aug 09, 2009","128.95","137.35","138.60","128.20","62.72K","-6.49%"
"Aug 02, 2009","137.90","128.15","138.05","128.05","56.29K","7.86%"
"Jul 26, 2009","127.85","124.00","128.00","120.30","43.64K","3.15%"
"Jul 19, 2009","123.95","118.00","125.45","116.35","29.48K","6.62%"
"Jul 12, 2009","116.25","112.30","115.55","111.50","0.05K","3.52%"
"Jul 05, 2009","112.30","115.10","115.75","112.00","0.07K","-2.39%"
"Jun 28, 2009","115.05","116.65","118.80","115.00","0.10K","-1.46%"
"Jun 21, 2009","116.75","116.95","118.15","115.00","1.17K","0.04%"
"Jun 14, 2009","116.70","128.90","129.05","116.55","50.42K","-9.92%"
"Jun 07, 2009","129.55","133.60","133.85","127.95","65.04K","-3.21%"
"May 31, 2009","133.85","137.00","142.90","133.55","53.09K","-2.58%"
"May 24, 2009","137.40","134.40","138.85","131.60","38.38K","1.78%"
"May 17, 2009","135.00","127.15","137.40","127.15","37.69K","5.84%"
"May 10, 2009","127.55","128.50","129.10","125.50","0.14K","1.47%"
"May 03, 2009","125.70","120.00","124.45","120.00","0.07K","4.88%"
"Apr 26, 2009","119.85","117.65","120.00","113.50","0.65K","0.71%"
"Apr 19, 2009","119.00","112.45","118.95","110.80","18.89K","6.39%"
"Apr 12, 2009","111.85","119.15","120.30","111.05","57.19K","-6.24%"
"Apr 05, 2009","119.30","119.00","120.00","116.05","41.90K","0.76%"
"Mar 29, 2009","118.40","115.50","119.40","112.85","49.29K","2.20%"
"Mar 22, 2009","115.85","116.55","119.20","114.55","40.14K","-0.30%"
"Mar 15, 2009","116.20","109.10","118.10","107.60","11.26K","7.29%"
"Mar 08, 2009","108.30","105.25","109.30","103.30","0.03K","2.85%"
"Mar 01, 2009","105.30","109.45","109.45","103.80","0.12K","-3.79%"
"Feb 22, 2009","109.45","110.20","111.85","108.00","0.28K","0.51%"
"Feb 15, 2009","108.90","112.35","112.35","108.25","24.25K","-3.07%"
"Feb 08, 2009","112.35","119.20","122.15","111.15","82.57K","-6.02%"
"Feb 01, 2009","119.55","118.90","120.75","114.10","64.19K","0.55%"
"Jan 25, 2009","118.90","119.05","123.40","117.90","42.38K","-0.63%"
"Jan 18, 2009","119.65","115.15","120.60","112.70","46.24K","3.32%"
"Jan 11, 2009","115.80","116.75","118.85","113.25","40.07K","-0.94%"
"Jan 04, 2009","116.90","110.90","119.50","106.05","70.59K","5.41%"
"Dec 28, 2008","110.90","108.25","113.00","106.25","19.73K","2.31%"
"Dec 21, 2008","108.40","111.00","111.25","107.05","12.09K","-2.30%"
"Dec 14, 2008","110.95","111.45","112.35","110.00","4.81K","1.00%"
"Dec 07, 2008","109.85","106.35","111.75","106.35","0.08K","8.12%"
"Nov 30, 2008","101.60","113.15","113.20","101.70","0.28K","-10.96%"
"Nov 23, 2008","114.10","109.65","114.25","109.65","0.52K","4.73%"
"Nov 16, 2008","108.95","110.95","114.25","106.25","26.94K","-1.80%"
"Nov 09, 2008","110.95","112.95","116.50","110.30","73.63K","-1.03%"
"Nov 02, 2008","112.10","114.00","118.50","109.35","58.72K","-0.80%"
"Oct 26, 2008","113.00","108.05","114.65","105.05","48.80K","4.00%"
"Oct 19, 2008","108.65","117.00","117.35","106.30","40.68K","-6.01%"
"Oct 12, 2008","115.60","116.35","121.10","111.45","46.58K","0.22%"
"Oct 05, 2008","115.35","120.90","122.05","109.35","75.00K","-5.49%"
"Sep 28, 2008","122.05","134.00","134.00","121.60","67.58K","-9.02%"
"Sep 21, 2008","134.15","134.40","138.50","132.85","60.23K","0.79%"
"Sep 14, 2008","133.10","135.80","135.80","126.80","10.39K","-1.48%"
"Sep 07, 2008","135.10","139.45","140.35","134.00","0.11K","-2.70%"
"Aug 31, 2008","138.85","139.50","143.60","138.10","0.25K","-2.15%"
"Aug 24, 2008","141.90","139.50","147.85","138.25","1.00K","1.18%"
"Aug 17, 2008","140.25","133.50","141.30","132.50","33.87K","5.57%"
"Aug 10, 2008","132.85","136.00","140.10","131.20","81.63K","-2.17%"
"Aug 03, 2008","135.80","139.80","142.25","134.80","92.81K","-3.10%"
"Jul 27, 2008","140.15","137.30","140.75","134.75","48.28K","2.08%"
"Jul 20, 2008","137.30","137.80","138.55","133.95","35.89K","1.22%"
"Jul 13, 2008","135.65","141.15","142.00","134.90","0.16K","-3.14%"
"Jul 06, 2008","140.05","149.65","149.65","136.95","0.21K","-6.35%"
"Jun 29, 2008","149.55","150.30","154.05","148.60","0.31K","-0.40%"
"Jun 22, 2008","150.15","143.05","152.60","142.00","1.67K","4.31%"
"Jun 15, 2008","143.95","134.50","145.65","134.40","79.15K","7.11%"
"Jun 08, 2008","134.40","135.85","136.05","130.50","85.34K","-1.07%"
"Jun 01, 2008","135.85","133.85","138.50","131.55","82.01K","1.46%"
"May 25, 2008","133.90","134.50","137.00","131.35","43.07K","-0.07%"
"May 18, 2008","134.00","138.00","142.00","133.15","58.64K","-2.90%"
"May 11, 2008","138.00","137.15","138.85","135.40","0.32K","1.47%"
"May 04, 2008","136.00","129.35","137.55","128.10","0.75K","5.80%"
"Apr 27, 2008","128.55","130.60","135.25","128.00","1.74K","-1.46%"
"Apr 20, 2008","130.45","134.75","137.00","128.60","17.59K","-3.55%"
"Apr 13, 2008","135.25","130.85","140.65","130.45","49.77K","3.36%"
"Apr 06, 2008","130.85","132.20","137.95","130.00","86.46K","-0.80%"
"Mar 30, 2008","131.90","130.00","132.70","126.20","63.61K","1.15%"
"Mar 23, 2008","130.40","131.65","135.35","128.05","49.73K","-0.38%"
"Mar 16, 2008","130.90","147.00","147.00","125.85","42.33K","-12.76%"
"Mar 09, 2008","150.05","147.45","157.00","146.20","0.19K","0.87%"
"Mar 02, 2008","148.75","165.25","166.35","144.85","0.74K","-9.63%"
"Feb 24, 2008","164.60","161.00","169.60","157.00","2.00K","2.78%"
"Feb 17, 2008","160.15","149.00","160.70","147.50","26.92K","6.87%"
"Feb 10, 2008","149.85","147.00","157.75","145.40","89.35K","1.80%"
"Feb 03, 2008","147.20","139.00","147.40","139.00","89.89K","5.82%"
"Jan 27, 2008","139.10","131.20","139.45","130.70","70.29K","5.82%"
"Jan 20, 2008","131.45","132.00","135.30","129.80","52.31K","-1.24%"
"Jan 13, 2008","133.10","135.50","139.40","132.60","61.74K","-2.35%"
"Jan 06, 2008","136.30","133.00","137.40","130.70","60.09K","2.71%"
"Dec 30, 2007","132.70","133.20","136.95","130.20","38.01K","-0.30%"
"Dec 23, 2007","133.10","134.00","134.90","130.00","18.85K","-0.82%"
"Dec 16, 2007","134.20","130.50","135.95","129.00","14.81K","2.64%"
"Dec 09, 2007","130.75","127.75","131.60","127.40","0.17K","2.35%"
"Dec 02, 2007","127.75","125.40","128.20","124.50","0.41K","1.43%"
"Nov 25, 2007","125.95","123.45","127.50","120.35","1.44K","2.03%"
"Nov 18, 2007","123.45","124.00","124.70","120.80","12.18K","-1.16%"
"Nov 11, 2007","124.90","121.80","126.10","118.45","54.37K","2.59%"
"Nov 04, 2007","121.75","119.50","122.90","118.45","47.51K","2.40%"
"Oct 28, 2007","118.90","120.85","123.90","118.05","50.92K","-2.10%"
"Oct 21, 2007","121.45","123.90","125.75","119.95","56.65K","-2.84%"
"Oct 14, 2007","125.00","138.05","138.50","122.30","79.18K","-10.27%"
"Oct 07, 2007","139.30","138.00","140.80","132.55","67.35K","1.68%"
"Sep 30, 2007","137.00","130.00","137.85","130.00","65.40K","6.49%"
"Sep 23, 2007","128.65","128.20","135.00","126.50","55.17K","-0.96%"
"Sep 16, 2007","129.90","122.15","134.45","122.15","55.66K","10.04%"
"Sep 09, 2007","118.05","114.20","117.35","114.20","0.07K","3.78%"
"Sep 02, 2007","113.75","115.00","115.80","112.50","0.06K","0.98%"
"Aug 26, 2007","112.65","114.70","114.85","111.75","0.86K","-1.74%"
"Aug 19, 2007","114.65","115.20","116.65","113.75","30.75K","-0.78%"
"Aug 12, 2007","115.55","119.35","121.90","110.95","80.96K","-4.19%"
"Aug 05, 2007","120.60","117.90","121.00","116.25","90.96K","2.51%"
"Jul 29, 2007","117.65","112.50","118.40","111.60","69.02K","4.39%"
"Jul 22, 2007","112.70","113.50","116.20","111.00","75.15K","-1.14%"
"Jul 15, 2007","114.00","109.05","114.70","107.90","5.41K","5.80%"
"Jul 08, 2007","107.75","107.20","109.60","106.90","0.10K","0.47%"
"Jul 01, 2007","107.25","111.20","111.20","108.30","0.26K","-3.38%"
"Jun 24, 2007","111.00","113.50","113.55","109.25","1.57K","-2.29%"
"Jun 17, 2007","113.60","114.60","116.70","112.65","37.02K","-0.96%"
"Jun 10, 2007","114.70","115.00","116.20","112.40","79.89K","-0.13%"
"Jun 03, 2007","114.85","116.90","118.40","114.80","89.39K","-2.17%"
"May 27, 2007","117.40","112.50","117.90","110.10","64.19K","3.99%"
"May 20, 2007","112.90","111.50","114.05","110.70","49.09K","3.11%"
"May 13, 2007","109.50","105.00","109.00","103.45","0.03K","6.52%"
"May 06, 2007","102.80","101.45","103.55","101.35","0.24K","-0.19%"
"Apr 29, 2007","103.00","104.00","104.00","101.10","0.17K","-0.72%"
"Apr 22, 2007","103.75","108.40","108.55","103.00","0.81K","-3.67%"
"Apr 15, 2007","107.70","111.50","112.05","107.40","61.35K","-4.56%"
"Apr 08, 2007","112.85","110.85","114.25","109.00","83.31K","1.80%"
"Apr 01, 2007","110.85","109.25","111.70","108.30","42.49K","1.46%"
"Mar 25, 2007","109.25","113.90","114.85","108.40","53.82K","-3.62%"
"Mar 18, 2007","113.35","112.00","114.15","107.45","36.31K","3.56%"
"Mar 11, 2007","109.45","110.00","111.85","107.45","0.33K","-1.84%"
"Mar 04, 2007","111.50","113.50","113.90","110.00","0.45K","-2.49%"
"Feb 25, 2007","114.35","118.70","118.90","114.00","1.06K","-4.11%"
"Feb 18, 2007","119.25","113.75","120.00","112.75","7.51K","5.34%"
"Feb 11, 2007","113.20","114.55","115.50","112.80","72.15K","-1.35%"
"Feb 04, 2007","114.75","118.10","118.35","114.60","66.84K","-3.04%"
"Jan 28, 2007","118.35","116.00","119.40","115.80","53.75K","1.76%"
"Jan 21, 2007","116.30","119.10","119.60","115.30","54.89K","-2.84%"
"Jan 14, 2007","119.70","120.60","122.20","119.25","33.21K","-0.50%"
"Jan 07, 2007","120.30","120.25","121.75","118.00","51.89K","-0.12%"
"Dec 31, 2006","120.45","124.30","125.90","119.60","50.56K","-4.56%"
"Dec 24, 2006","126.20","125.75","129.75","124.30","35.98K","0.64%"
"Dec 17, 2006","125.40","121.50","127.25","121.50","36.51K","3.17%"
"Dec 10, 2006","121.55","121.85","125.75","121.25","0.54K","-0.25%"
"Dec 03, 2006","121.85","122.75","125.00","119.00","0.48K","-1.10%"
"Nov 26, 2006","123.20","116.55","123.40","115.80","0.94K","6.62%"
"Nov 19, 2006","115.55","112.30","116.40","112.30","3.99K","2.17%"
"Nov 12, 2006","113.10","115.50","120.20","111.00","94.13K","-2.37%"
"Nov 05, 2006","115.85","113.50","119.40","111.80","90.15K","3.02%"
"Oct 29, 2006","112.45","107.80","112.80","106.70","71.39K","4.12%"
"Oct 22, 2006","108.00","101.60","108.50","101.60","56.39K","5.83%"
"Oct 15, 2006","102.05","103.40","104.00","100.90","40.30K","-1.92%"
"Oct 08, 2006","104.05","104.10","105.50","101.80","36.55K","0.14%"
"Oct 01, 2006","103.90","107.10","107.90","102.50","43.25K","-3.48%"
"Sep 24, 2006","107.65","103.95","108.60","102.00","49.47K","3.06%"
"Sep 17, 2006","104.45","98.00","104.90","98.00","30.61K","5.88%"
