"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 29, 2019","2,640.25","2,640.25","2,650.00","2,628.50","1.26M","-0.07%"
"Jan 28, 2019","2,642.00","2,660.00","2,663.50","2,622.25","1.41M","-0.81%"
"Jan 25, 2019","2,663.50","2,636.25","2,672.50","2,634.50","1.39M","1.12%"
"Jan 24, 2019","2,634.00","2,635.00","2,647.50","2,626.00","1.27M","-0.16%"
"Jan 23, 2019","2,638.25","2,630.75","2,653.75","2,612.50","1.58M","0.24%"
"Jan 22, 2019","2,632.00","2,669.25","2,673.50","2,616.50","1.88M","-1.17%"
"Jan 21, 2019","2,663.25","2,668.12","2,669.38","2,655.25","-","-0.19%"
"Jan 20, 2019","2,668.38","2,676.50","2,677.50","2,667.38","-","-0.12%"
"Jan 18, 2019","2,671.50","2,636.75","2,677.75","2,632.75","1.75M","1.38%"
"Jan 17, 2019","2,635.25","2,614.50","2,645.50","2,596.50","1.51M","0.84%"
"Jan 16, 2019","2,613.25","2,605.75","2,626.25","2,602.50","1.33M","0.30%"
"Jan 15, 2019","2,605.50","2,581.50","2,613.75","2,580.00","1.53M","0.97%"
"Jan 14, 2019","2,580.50","2,588.50","2,592.00","2,567.25","1.20M","-0.56%"
"Jan 11, 2019","2,595.00","2,594.00","2,597.75","2,577.00","1.21M","0.04%"
"Jan 10, 2019","2,594.00","2,580.00","2,599.50","2,560.50","1.53M","0.45%"
"Jan 09, 2019","2,582.50","2,569.50","2,596.75","2,568.50","1.60M","0.39%"
"Jan 08, 2019","2,572.50","2,553.25","2,581.25","2,547.50","1.66M","0.86%"
"Jan 07, 2019","2,550.50","2,537.25","2,567.50","2,523.25","1.63M","0.76%"
"Jan 04, 2019","2,531.25","2,451.75","2,539.25","2,438.50","2.35M","3.41%"
"Jan 03, 2019","2,447.75","2,482.25","2,493.50","2,443.25","2.26M","-2.52%"
"Jan 02, 2019","2,511.00","2,508.00","2,521.25","2,452.25","1.97M","-0.24%"
"Jan 01, 2019","2,517.00","2,505.25","2,520.88","2,505.25","-","0.47%"
"Dec 31, 2018","2,505.25","2,495.50","2,513.00","2,482.75","1.41M","0.77%"
"Dec 28, 2018","2,486.00","2,491.50","2,523.00","2,472.75","2.01M","-0.36%"
"Dec 27, 2018","2,495.00","2,470.25","2,498.75","2,397.00","2.28M","0.97%"
"Dec 26, 2018","2,471.00","2,348.50","2,477.75","2,316.75","2.02M","5.35%"
"Dec 25, 2018","2,345.62","2,341.50","2,349.38","2,317.38","-","0.17%"
"Dec 24, 2018","2,341.75","2,407.75","2,434.50","2,340.50","1.29M","-4.76%"
"Dec 21, 2018","2,458.90","2,487.00","2,491.25","2,466.75","65.70K","-1.08%"
"Dec 20, 2018","2,485.75","2,503.50","2,517.50","2,441.00","630.21K","-0.70%"
"Dec 19, 2018","2,503.25","2,530.50","2,593.25","2,488.00","823.82K","-1.28%"
"Dec 18, 2018","2,535.75","2,553.75","2,574.75","2,528.00","1.22M","-0.66%"
"Dec 17, 2018","2,552.50","2,594.00","2,613.75","2,530.50","1.60M","-1.90%"
"Dec 14, 2018","2,602.00","2,646.50","2,648.75","2,594.00","1.66M","-1.64%"
"Dec 13, 2018","2,645.50","2,653.00","2,671.00","2,637.25","2.04M","-0.26%"
"Dec 12, 2018","2,652.50","2,632.50","2,686.50","2,631.75","1.90M","0.43%"
"Dec 11, 2018","2,641.25","2,644.00","2,678.00","2,621.25","2.27M","-0.07%"
"Dec 10, 2018","2,643.00","2,625.00","2,648.50","2,583.00","2.56M","0.27%"
"Dec 07, 2018","2,636.00","2,694.25","2,709.75","2,623.25","2.60M","-2.04%"
"Dec 06, 2018","2,691.00","2,713.25","2,714.00","2,621.25","3.31M","-0.40%"
"Dec 05, 2018","2,701.75","2,699.50","2,720.75","2,698.00","184.90K","0.00%"
"Dec 04, 2018","2,701.75","2,789.75","2,790.50","2,696.00","2.71M","-3.19%"
"Dec 03, 2018","2,790.75","2,793.50","2,814.00","2,773.50","1.91M","1.18%"
"Nov 30, 2018","2,758.25","2,742.00","2,764.75","2,729.00","1.48M","0.51%"
"Nov 29, 2018","2,744.25","2,738.00","2,754.50","2,723.25","1.49M","0.10%"
"Nov 28, 2018","2,741.50","2,686.25","2,745.00","2,681.00","1.87M","2.16%"
"Nov 27, 2018","2,683.50","2,661.00","2,686.75","2,655.25","1.50M","0.51%"
"Nov 26, 2018","2,670.00","2,633.50","2,676.25","2,631.50","1.37M","1.54%"
"Nov 23, 2018","2,629.50","2,650.00","2,656.25","2,626.00","872.86K","-0.45%"
"Nov 22, 2018","2,641.50","2,650.50","2,656.25","2,629.00","-","-0.28%"
"Nov 21, 2018","2,649.00","2,639.75","2,671.25","2,632.25","1.45M","0.34%"
"Nov 20, 2018","2,640.00","2,696.25","2,696.75","2,631.75","2.53M","-2.09%"
"Nov 19, 2018","2,696.25","2,733.00","2,748.00","2,681.50","1.99M","-1.70%"
"Nov 16, 2018","2,743.00","2,731.75","2,748.75","2,708.75","1.88M","0.31%"
"Nov 15, 2018","2,734.50","2,702.00","2,736.75","2,671.25","2.38M","1.33%"
"Nov 14, 2018","2,698.50","2,731.25","2,748.25","2,686.25","2.30M","-1.06%"
"Nov 13, 2018","2,727.50","2,732.00","2,755.75","2,714.50","2.10M","-0.01%"
"Nov 12, 2018","2,727.75","2,778.75","2,795.25","2,722.25","1.92M","-1.84%"
"Nov 09, 2018","2,779.00","2,804.00","2,811.25","2,764.50","1.72M","-1.06%"
"Nov 08, 2018","2,808.75","2,815.75","2,818.00","2,795.00","1.32M","-0.28%"
"Nov 07, 2018","2,816.50","2,756.75","2,817.75","2,744.75","1.89M","2.08%"
"Nov 06, 2018","2,759.00","2,739.00","2,761.00","2,729.75","1.27M","0.71%"
"Nov 05, 2018","2,739.50","2,722.50","2,743.75","2,712.75","1.31M","0.56%"
"Nov 02, 2018","2,724.25","2,724.00","2,766.25","2,699.50","2.37M","-0.50%"
"Nov 01, 2018","2,738.00","2,706.00","2,741.25","2,705.50","1.82M","1.00%"
"Oct 31, 2018","2,711.00","2,690.75","2,737.25","2,682.00","2.47M","0.96%"
"Oct 30, 2018","2,685.25","2,639.00","2,690.25","2,633.25","2.50M","1.58%"
"Oct 29, 2018","2,643.50","2,667.00","2,707.00","2,603.00","2.79M","-0.97%"
"Oct 26, 2018","2,669.50","2,678.00","2,692.75","2,627.25","3.51M","-0.70%"
"Oct 25, 2018","2,688.25","2,673.75","2,723.75","2,658.75","2.54M","0.90%"
"Oct 24, 2018","2,664.25","2,745.25","2,750.00","2,652.25","2.86M","-2.99%"
"Oct 23, 2018","2,746.25","2,755.75","2,757.50","2,692.25","2.85M","-0.37%"
"Oct 22, 2018","2,756.50","2,758.00","2,782.00","2,749.75","1.67M","-0.40%"
"Oct 19, 2018","2,767.50","2,774.75","2,800.50","2,762.25","2.02M","-0.17%"
"Oct 18, 2018","2,772.25","2,813.25","2,814.75","2,756.50","2.22M","-1.56%"
"Oct 17, 2018","2,816.25","2,816.25","2,824.25","2,783.25","1.95M","-0.05%"
"Oct 16, 2018","2,817.75","2,747.50","2,819.00","2,745.50","1.78M","2.50%"
"Oct 15, 2018","2,749.00","2,770.00","2,778.75","2,745.25","1.76M","-0.70%"
"Oct 12, 2018","2,768.50","2,748.50","2,785.00","2,732.25","2.85M","0.84%"
"Oct 11, 2018","2,745.50","2,776.50","2,798.75","2,712.25","4.01M","-1.28%"
"Oct 10, 2018","2,781.00","2,886.75","2,891.25","2,771.50","3.46M","-3.71%"
"Oct 09, 2018","2,888.25","2,892.25","2,900.00","2,874.50","1.77M","-0.19%"
"Oct 08, 2018","2,893.75","2,897.50","2,898.25","2,866.00","1.76M","-0.01%"
"Oct 05, 2018","2,894.00","2,910.00","2,915.50","2,873.25","2.29M","-0.47%"
"Oct 04, 2018","2,907.75","2,926.00","2,926.25","2,887.75","2.17M","-0.81%"
"Oct 03, 2018","2,931.50","2,929.00","2,944.75","2,924.75","1.24M","0.10%"
"Oct 02, 2018","2,928.50","2,929.25","2,936.00","2,917.50","1.13M","-0.05%"
"Oct 01, 2018","2,930.00","2,922.50","2,942.00","2,922.50","1.24M","0.38%"
"Sep 28, 2018","2,919.00","2,922.25","2,925.50","2,908.00","1.43M","-0.03%"
"Sep 27, 2018","2,920.00","2,911.50","2,932.00","2,907.50","1.21M","0.29%"
"Sep 26, 2018","2,911.50","2,922.50","2,936.00","2,907.50","1.31M","-0.33%"
"Sep 25, 2018","2,921.25","2,926.50","2,934.25","2,918.25","1.03M","-0.15%"
